product_id,Prophet_MAE,Prophet_RMSE,Prophet_MAPE,LSTM_MAE,LSTM_RMSE,LSTM_MAPE
STA018,0.0,0.0,0.0,,,
BEV017,0.0004452343384844408,0.0005637803409413826,0.0005026192578040134,16.776841970590446,26.7202816737111,14.418720224470821
HTX002,7.021957098422386e-05,8.93353817169486e-05,0.001004919453069277,2.9244765440622964,3.3101004257586677,37.2136496362232
FTW002,9.266099819136287e-05,0.00011155672428519637,0.0008509376603553505,,,
MAK004,1.34999999978902e-06,1.4983324063998785e-06,2.4999999997784732e-05,,,
TOY009,8.345386662729955e-05,0.00010315764242702686,0.002313782521770552,,,
CLO001,3.854000000913516e-06,3.856764447945699e-06,3.3631818189642594e-05,,,
BEV019,0.007913476869058892,0.008129800538829482,0.0015282329286757552,,,
SWT008,5.728305313244789,6.310107744424358,6.015413321052836,,,
SWT010,0.0004876163832047301,0.0005773174589504696,0.0014691971159828015,13.105945859636579,17.936871711911714,29.121803068709568
TRA004,5.272930315787979e-05,5.4721905374434996e-05,0.00036562843046643106,,,
BEV010,0.007494606681711957,0.008204350092975874,0.00928853482554024,,,
VEG006,34.56382890393175,41.38870167642282,7.133942365978596,,,
ELE025,5.148811943112008e-05,5.5460854032296035e-05,0.0009254225909787335,,,
FTW009,4.847314451126294e-05,5.8410160691916856e-05,0.0007662601000364738,,,
TOY003,1.8500000003029982e-06,2.61629509081873e-06,1.850000000302998e-05,,,
BEA007,0.0003529470381096189,0.0005098517671183094,0.0005853535970066234,,,
BEA006,6.172204216703392e-05,7.766042028003321e-05,0.0004448796771987824,,,
